ano,mes,sexo,faixa_etaria,categoria,total_vendido
2015,2,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1699
2015,3,1,ADULTO_TRABALHADOR,ANSIOLITICO,39943
2015,3,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,33924
2015,3,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,17692
2015,3,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,33159
2015,3,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,33569
2015,3,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,16718
2015,3,1,IDOSO,ANSIOLITICO,17613
2015,3,1,IDOSO,ANTIDEPRESSIVO,10879
2015,3,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5251
2015,3,1,JOVEM_ADULTO,ANSIOLITICO,2863
2015,3,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2345
2015,3,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2007
2015,3,2,ADULTO_TRABALHADOR,ANSIOLITICO,77476
2015,3,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,72453
2015,3,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21230
2015,3,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,28291
2015,3,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,33616
2015,3,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,10382
2015,3,2,IDOSO,ANSIOLITICO,37666
2015,3,2,IDOSO,ANTIDEPRESSIVO,25143
2015,3,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7502
2015,3,2,JOVEM_ADULTO,ANSIOLITICO,4429
2015,3,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4398
2015,3,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1956
2015,4,1,ADULTO_TRABALHADOR,ANSIOLITICO,36683
2015,4,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30126
2015,4,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,16429
2015,4,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,32042
2015,4,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,31315
2015,4,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,14965
2015,4,1,IDOSO,ANSIOLITICO,16301
2015,4,1,IDOSO,ANTIDEPRESSIVO,9871
2015,4,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,4886
2015,4,1,JOVEM_ADULTO,ANSIOLITICO,2507
2015,4,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2168
2015,4,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2060
2015,4,2,ADULTO_TRABALHADOR,ANSIOLITICO,71150
2015,4,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,66413
2015,4,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,19849
2015,4,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,26392
2015,4,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29688
2015,4,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9730
2015,4,2,IDOSO,ANSIOLITICO,34847
2015,4,2,IDOSO,ANTIDEPRESSIVO,23071
2015,4,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7163
2015,4,2,JOVEM_ADULTO,ANSIOLITICO,4224
2015,4,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3921
2015,4,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1655
2015,5,1,ADULTO_TRABALHADOR,ANSIOLITICO,36871
2015,5,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30661
2015,5,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,16448
2015,5,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,33139
2015,5,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,31831
2015,5,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,16066
2015,5,1,IDOSO,ANSIOLITICO,16700
2015,5,1,IDOSO,ANTIDEPRESSIVO,9881
2015,5,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,4862
2015,5,1,JOVEM_ADULTO,ANSIOLITICO,2568
2015,5,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2182
2015,5,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1923
2015,5,2,ADULTO_TRABALHADOR,ANSIOLITICO,73024
2015,5,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,66300
2015,5,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,20275
2015,5,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,26824
2015,5,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29135
2015,5,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9652
2015,5,2,IDOSO,ANSIOLITICO,35855
2015,5,2,IDOSO,ANTIDEPRESSIVO,23377
2015,5,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7213
2015,5,2,JOVEM_ADULTO,ANSIOLITICO,4040
2015,5,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3827
2015,5,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1510
2015,6,1,ADULTO_TRABALHADOR,ANSIOLITICO,36836
2015,6,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30527
2015,6,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,16020
2015,6,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,32509
2015,6,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,31183
2015,6,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,15901
2015,6,1,IDOSO,ANSIOLITICO,17731
2015,6,1,IDOSO,ANTIDEPRESSIVO,10209
2015,6,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5114
2015,6,1,JOVEM_ADULTO,ANSIOLITICO,2761
2015,6,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2235
2015,6,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1919
2015,6,2,ADULTO_TRABALHADOR,ANSIOLITICO,73685
2015,6,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,66389
2015,6,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,20020
2015,6,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,27252
2015,6,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,30518
2015,6,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9816
2015,6,2,IDOSO,ANSIOLITICO,37302
2015,6,2,IDOSO,ANTIDEPRESSIVO,24566
2015,6,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7489
2015,6,2,JOVEM_ADULTO,ANSIOLITICO,4245
2015,6,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3901
2015,6,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1636
2015,7,1,ADULTO_TRABALHADOR,ANSIOLITICO,131273
2015,7,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,32279
2015,7,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,17740
2015,7,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,33694
2015,7,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,32038
2015,7,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,16405
2015,7,1,IDOSO,ANSIOLITICO,18215
2015,7,1,IDOSO,ANTIDEPRESSIVO,11246
2015,7,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5396
2015,7,1,JOVEM_ADULTO,ANSIOLITICO,2453
2015,7,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2321
2015,7,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2241
2015,7,2,ADULTO_TRABALHADOR,ANSIOLITICO,80351
2015,7,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,71017
2015,7,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21409
2015,7,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,27729
2015,7,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,30680
2015,7,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,10196
2015,7,2,IDOSO,ANSIOLITICO,39302
2015,7,2,IDOSO,ANTIDEPRESSIVO,26319
2015,7,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,8134
2015,7,2,JOVEM_ADULTO,ANSIOLITICO,4168
2015,7,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4602
2015,7,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2107
2015,8,1,ADULTO_TRABALHADOR,ANSIOLITICO,36665
2015,8,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30882
2015,8,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,16617
2015,8,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,30411
2015,8,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29055
2015,8,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,15638
2015,8,1,IDOSO,ANSIOLITICO,17116
2015,8,1,IDOSO,ANTIDEPRESSIVO,10392
2015,8,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5308
2015,8,1,JOVEM_ADULTO,ANSIOLITICO,2420
2015,8,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2352
2015,8,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2069
2015,8,2,ADULTO_TRABALHADOR,ANSIOLITICO,75395
2015,8,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,68225
2015,8,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,20565
2015,8,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,24635
2015,8,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,27250
2015,8,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9261
2015,8,2,IDOSO,ANSIOLITICO,37146
2015,8,2,IDOSO,ANTIDEPRESSIVO,24987
2015,8,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7583
2015,8,2,JOVEM_ADULTO,ANSIOLITICO,3716
2015,8,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4327
2015,8,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1889
2015,9,1,ADULTO_TRABALHADOR,ANSIOLITICO,37649
2015,9,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,32825
2015,9,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,17735
2015,9,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,30682
2015,9,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29645
2015,9,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,15523
2015,9,1,IDOSO,ANSIOLITICO,17337
2015,9,1,IDOSO,ANTIDEPRESSIVO,10307
2015,9,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5353
2015,9,1,JOVEM_ADULTO,ANSIOLITICO,2437
2015,9,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2358
2015,9,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2045
2015,9,2,ADULTO_TRABALHADOR,ANSIOLITICO,74058
2015,9,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,70180
2015,9,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21427
2015,9,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,24627
2015,9,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,27568
2015,9,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9294
2015,9,2,IDOSO,ANSIOLITICO,36249
2015,9,2,IDOSO,ANTIDEPRESSIVO,25284
2015,9,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,8079
2015,9,2,JOVEM_ADULTO,ANSIOLITICO,3289
2015,9,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4122
2015,9,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1788
2015,10,1,ADULTO_TRABALHADOR,ANSIOLITICO,38412
2015,10,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,33048
2015,10,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,18705
2015,10,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,31805
2015,10,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,31740
2015,10,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,16479
2015,10,1,IDOSO,ANSIOLITICO,16833
2015,10,1,IDOSO,ANTIDEPRESSIVO,10547
2015,10,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5359
2015,10,1,JOVEM_ADULTO,ANSIOLITICO,2451
2015,10,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2469
2015,10,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2280
2015,10,2,ADULTO_TRABALHADOR,ANSIOLITICO,77104
2015,10,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,73048
2015,10,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,22547
2015,10,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,25833
2015,10,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29840
2015,10,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9785
2015,10,2,IDOSO,ANSIOLITICO,37070
2015,10,2,IDOSO,ANTIDEPRESSIVO,26037
2015,10,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,8051
2015,10,2,JOVEM_ADULTO,ANSIOLITICO,3492
2015,10,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4297
2015,10,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1692
2015,11,1,ADULTO_TRABALHADOR,ANSIOLITICO,36432
2015,11,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,31687
2015,11,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,17341
2015,11,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,31296
2015,11,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,32927
2015,11,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,16629
2015,11,1,IDOSO,ANSIOLITICO,16365
2015,11,1,IDOSO,ANTIDEPRESSIVO,10453
2015,11,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5045
2015,11,1,JOVEM_ADULTO,ANSIOLITICO,2565
2015,11,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2403
2015,11,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2022
2015,11,2,ADULTO_TRABALHADOR,ANSIOLITICO,71183
2015,11,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,68590
2015,11,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21121
2015,11,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,26061
2015,11,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29793
2015,11,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,10027
2015,11,2,IDOSO,ANSIOLITICO,34667
2015,11,2,IDOSO,ANTIDEPRESSIVO,24805
2015,11,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7933
2015,11,2,JOVEM_ADULTO,ANSIOLITICO,3567
2015,11,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4187
2015,11,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1719
2015,12,1,ADULTO_TRABALHADOR,ANSIOLITICO,39932
2015,12,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,34858
2015,12,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,19470
2015,12,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,34776
2015,12,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,35276
2015,12,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,17740
2015,12,1,IDOSO,ANSIOLITICO,17796
2015,12,1,IDOSO,ANTIDEPRESSIVO,11745
2015,12,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5787
2015,12,1,JOVEM_ADULTO,ANSIOLITICO,2319
2015,12,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2312
2015,12,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2282
2015,12,2,ADULTO_TRABALHADOR,ANSIOLITICO,79898
2015,12,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,75815
2015,12,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,23594
2015,12,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,28296
2015,12,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,33277
2015,12,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,10906
2015,12,2,IDOSO,ANSIOLITICO,38531
2015,12,2,IDOSO,ANTIDEPRESSIVO,27239
2015,12,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,8556
2015,12,2,JOVEM_ADULTO,ANSIOLITICO,3124
2015,12,2,JOVEM_ADULTO,ANTIDEPRESSIVO,4012
2015,12,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1727
2016,1,1,ADULTO_TRABALHADOR,ANSIOLITICO,35676
2016,1,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30777
2016,1,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,16874
2016,1,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,28626
2016,1,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,30118
2016,1,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,15539
2016,1,1,IDOSO,ANSIOLITICO,16810
2016,1,1,IDOSO,ANTIDEPRESSIVO,10440
2016,1,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5551
2016,1,1,JOVEM_ADULTO,ANSIOLITICO,1811
2016,1,1,JOVEM_ADULTO,ANTIDEPRESSIVO,1966
2016,1,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1967
2016,1,2,ADULTO_TRABALHADOR,ANSIOLITICO,69411
2016,1,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,66182
2016,1,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21147
2016,1,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,24168
2016,1,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29200
2016,1,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9852
2016,1,2,IDOSO,ANSIOLITICO,34264
2016,1,2,IDOSO,ANTIDEPRESSIVO,24717
2016,1,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7689
2016,1,2,JOVEM_ADULTO,ANSIOLITICO,2595
2016,1,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3729
2016,1,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1661
2016,2,1,ADULTO_TRABALHADOR,ANSIOLITICO,35419
2016,2,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30660
2016,2,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,17334
2016,2,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,27745
2016,2,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29324
2016,2,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,14594
2016,2,1,IDOSO,ANSIOLITICO,15956
2016,2,1,IDOSO,ANTIDEPRESSIVO,10629
2016,2,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5370
2016,2,1,JOVEM_ADULTO,ANSIOLITICO,1815
2016,2,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2218
2016,2,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2095
2016,2,2,ADULTO_TRABALHADOR,ANSIOLITICO,70162
2016,2,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,66921
2016,2,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,21417
2016,2,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,25076
2016,2,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,28964
2016,2,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9362
2016,2,2,IDOSO,ANSIOLITICO,35034
2016,2,2,IDOSO,ANTIDEPRESSIVO,25116
2016,2,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7795
2016,2,2,JOVEM_ADULTO,ANSIOLITICO,2664
2016,2,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3589
2016,2,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1522
2016,3,1,ADULTO_TRABALHADOR,ANSIOLITICO,39390
2016,3,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,33781
2016,3,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,18988
2016,3,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,32746
2016,3,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,34083
2016,3,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,17304
2016,3,1,IDOSO,ANSIOLITICO,18121
2016,3,1,IDOSO,ANTIDEPRESSIVO,12053
2016,3,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,6023
2016,3,1,JOVEM_ADULTO,ANSIOLITICO,1946
2016,3,1,JOVEM_ADULTO,ANTIDEPRESSIVO,2131
2016,3,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,2099
2016,3,2,ADULTO_TRABALHADOR,ANSIOLITICO,79463
2016,3,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,75046
2016,3,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,23652
2016,3,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,27595
2016,3,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,33166
2016,3,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,10749
2016,3,2,IDOSO,ANSIOLITICO,37715
2016,3,2,IDOSO,ANTIDEPRESSIVO,27845
2016,3,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,8640
2016,3,2,JOVEM_ADULTO,ANSIOLITICO,2783
2016,3,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3652
2016,3,2,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1744
2016,4,1,ADULTO_TRABALHADOR,ANSIOLITICO,35887
2016,4,1,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,30925
2016,4,1,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,18256
2016,4,1,CRIANCA_ADOLESCENTE,ANSIOLITICO,29569
2016,4,1,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29750
2016,4,1,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,15541
2016,4,1,IDOSO,ANSIOLITICO,17429
2016,4,1,IDOSO,ANTIDEPRESSIVO,11693
2016,4,1,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,5806
2016,4,1,JOVEM_ADULTO,ANSIOLITICO,1680
2016,4,1,JOVEM_ADULTO,ANTIDEPRESSIVO,1943
2016,4,1,JOVEM_ADULTO,ANTIPSICÓTICO_ESTABILIZADOR,1864
2016,4,2,ADULTO_TRABALHADOR,ANSIOLITICO,72204
2016,4,2,ADULTO_TRABALHADOR,ANTIDEPRESSIVO,69158
2016,4,2,ADULTO_TRABALHADOR,ANTIPSICÓTICO_ESTABILIZADOR,22324
2016,4,2,CRIANCA_ADOLESCENTE,ANSIOLITICO,24920
2016,4,2,CRIANCA_ADOLESCENTE,ANTIDEPRESSIVO,29739
2016,4,2,CRIANCA_ADOLESCENTE,ANTIPSICÓTICO_ESTABILIZADOR,9416
2016,4,2,IDOSO,ANSIOLITICO,34445
2016,4,2,IDOSO,ANTIDEPRESSIVO,25001
2016,4,2,IDOSO,ANTIPSICÓTICO_ESTABILIZADOR,7825
2016,4,2,JOVEM_ADULTO,ANSIOLITICO,2561
2016,4,2,JOVEM_ADULTO,ANTIDEPRESSIVO,3469
